data_status,product_instance,stage_id,stage_name,synthetic_activity_value,activity_unit,emission_factor_gCO2e_per_unit,factor_status,co2e_kg
SYNTHETIC,194,8,"Use-phase electricity [SYNTHETIC]",127,"kWh lifetime electricity",445,CITED,56.515
SYNTHETIC,194,9,"Repair (replacement battery) [SYNTHETIC]",0.0594,"kWh replacement-battery capacity",74000,CITED,4.396
SYNTHETIC,194,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.93,"kg mass processed",-1170.4,CITED,-2.259
SYNTHETIC,195,1,"Aluminium casing [SYNTHETIC]",0.986,"kg aluminium",14800,CITED,14.593
SYNTHETIC,195,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.315,"kg populated board",185714,DERIVED_FROM_CITED,58.5
SYNTHETIC,195,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0596,"kWh cell capacity",74000,CITED,4.41
SYNTHETIC,195,4,"Screen (LCD module) [SYNTHETIC]",0.0634,"m2 panel area",222000,CITED,14.075
SYNTHETIC,195,5,"Assembly electricity [SYNTHETIC]",23.6,"kWh factory electricity",445,CITED,10.502
SYNTHETIC,195,6,"Packaging (cardboard) [SYNTHETIC]",0.87,"kg packaging material",1199.73,CITED,1.044
SYNTHETIC,195,7,"International shipping (sea, container) [SYNTHETIC]",57.2,"tonne-km",16.12,CITED,0.922
SYNTHETIC,195,8,"Use-phase electricity [SYNTHETIC]",191,"kWh lifetime electricity",445,CITED,84.995
SYNTHETIC,195,9,"Repair (replacement battery) [SYNTHETIC]",0.0764,"kWh replacement-battery capacity",74000,CITED,5.654
SYNTHETIC,195,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.05,"kg mass processed",-1170.4,CITED,-2.399
SYNTHETIC,196,1,"Aluminium casing [SYNTHETIC]",1.16,"kg aluminium",14800,CITED,17.168
SYNTHETIC,196,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.334,"kg populated board",185714,DERIVED_FROM_CITED,62.028
SYNTHETIC,196,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0592,"kWh cell capacity",74000,CITED,4.381
SYNTHETIC,196,4,"Screen (LCD module) [SYNTHETIC]",0.0592,"m2 panel area",222000,CITED,13.142
SYNTHETIC,196,5,"Assembly electricity [SYNTHETIC]",31.7,"kWh factory electricity",445,CITED,14.107
SYNTHETIC,196,6,"Packaging (cardboard) [SYNTHETIC]",0.94,"kg packaging material",1199.73,CITED,1.128
SYNTHETIC,196,7,"International shipping (sea, container) [SYNTHETIC]",52.5,"tonne-km",16.12,CITED,0.846
SYNTHETIC,196,8,"Use-phase electricity [SYNTHETIC]",179,"kWh lifetime electricity",445,CITED,79.655
SYNTHETIC,196,9,"Repair (replacement battery) [SYNTHETIC]",0.061,"kWh replacement-battery capacity",74000,CITED,4.514
SYNTHETIC,196,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.79,"kg mass processed",-1170.4,CITED,-2.095
SYNTHETIC,197,1,"Aluminium casing [SYNTHETIC]",1.174,"kg aluminium",14800,CITED,17.375
SYNTHETIC,197,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.315,"kg populated board",185714,DERIVED_FROM_CITED,58.5
SYNTHETIC,197,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0575,"kWh cell capacity",74000,CITED,4.255
SYNTHETIC,197,4,"Screen (LCD module) [SYNTHETIC]",0.0617,"m2 panel area",222000,CITED,13.697
SYNTHETIC,197,5,"Assembly electricity [SYNTHETIC]",25.8,"kWh factory electricity",445,CITED,11.481
SYNTHETIC,197,6,"Packaging (cardboard) [SYNTHETIC]",0.81,"kg packaging material",1199.73,CITED,0.972
SYNTHETIC,197,7,"International shipping (sea, container) [SYNTHETIC]",56.2,"tonne-km",16.12,CITED,0.906
SYNTHETIC,197,8,"Use-phase electricity [SYNTHETIC]",172,"kWh lifetime electricity",445,CITED,76.54
SYNTHETIC,197,9,"Repair (replacement battery) [SYNTHETIC]",0.0601,"kWh replacement-battery capacity",74000,CITED,4.447
SYNTHETIC,197,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.05,"kg mass processed",-1170.4,CITED,-2.399
SYNTHETIC,198,1,"Aluminium casing [SYNTHETIC]",1.162,"kg aluminium",14800,CITED,17.198
SYNTHETIC,198,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.413,"kg populated board",185714,DERIVED_FROM_CITED,76.7
SYNTHETIC,198,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0512,"kWh cell capacity",74000,CITED,3.789
SYNTHETIC,198,4,"Screen (LCD module) [SYNTHETIC]",0.0609,"m2 panel area",222000,CITED,13.52
SYNTHETIC,198,5,"Assembly electricity [SYNTHETIC]",22.1,"kWh factory electricity",445,CITED,9.835
SYNTHETIC,198,6,"Packaging (cardboard) [SYNTHETIC]",0.96,"kg packaging material",1199.73,CITED,1.152
SYNTHETIC,198,7,"International shipping (sea, container) [SYNTHETIC]",69.7,"tonne-km",16.12,CITED,1.124
SYNTHETIC,198,8,"Use-phase electricity [SYNTHETIC]",103,"kWh lifetime electricity",445,CITED,45.835
SYNTHETIC,198,9,"Repair (replacement battery) [SYNTHETIC]",0.0604,"kWh replacement-battery capacity",74000,CITED,4.47
SYNTHETIC,198,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.18,"kg mass processed",-1170.4,CITED,-2.551
SYNTHETIC,199,1,"Aluminium casing [SYNTHETIC]",0.867,"kg aluminium",14800,CITED,12.832
SYNTHETIC,199,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.367,"kg populated board",185714,DERIVED_FROM_CITED,68.157
SYNTHETIC,199,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0484,"kWh cell capacity",74000,CITED,3.582
SYNTHETIC,199,4,"Screen (LCD module) [SYNTHETIC]",0.062,"m2 panel area",222000,CITED,13.764
SYNTHETIC,199,5,"Assembly electricity [SYNTHETIC]",26.2,"kWh factory electricity",445,CITED,11.659
SYNTHETIC,199,6,"Packaging (cardboard) [SYNTHETIC]",0.77,"kg packaging material",1199.73,CITED,0.924
SYNTHETIC,199,7,"International shipping (sea, container) [SYNTHETIC]",57.7,"tonne-km",16.12,CITED,0.93
SYNTHETIC,199,8,"Use-phase electricity [SYNTHETIC]",113,"kWh lifetime electricity",445,CITED,50.285
SYNTHETIC,199,9,"Repair (replacement battery) [SYNTHETIC]",0.0526,"kWh replacement-battery capacity",74000,CITED,3.892
SYNTHETIC,199,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.12,"kg mass processed",-1170.4,CITED,-2.481
SYNTHETIC,200,1,"Aluminium casing [SYNTHETIC]",0.932,"kg aluminium",14800,CITED,13.794
SYNTHETIC,200,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.314,"kg populated board",185714,DERIVED_FROM_CITED,58.314
SYNTHETIC,200,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.06,"kWh cell capacity",74000,CITED,4.44
SYNTHETIC,200,4,"Screen (LCD module) [SYNTHETIC]",0.0641,"m2 panel area",222000,CITED,14.23
SYNTHETIC,200,5,"Assembly electricity [SYNTHETIC]",16.5,"kWh factory electricity",445,CITED,7.343
SYNTHETIC,200,6,"Packaging (cardboard) [SYNTHETIC]",1.15,"kg packaging material",1199.73,CITED,1.38
SYNTHETIC,200,7,"International shipping (sea, container) [SYNTHETIC]",59.9,"tonne-km",16.12,CITED,0.966
SYNTHETIC,200,8,"Use-phase electricity [SYNTHETIC]",133,"kWh lifetime electricity",445,CITED,59.185
SYNTHETIC,200,9,"Repair (replacement battery) [SYNTHETIC]",0.0683,"kWh replacement-battery capacity",74000,CITED,5.054
SYNTHETIC,200,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.3,"kg mass processed",-1170.4,CITED,-2.692
SYNTHETIC,201,1,"Aluminium casing [SYNTHETIC]",1.132,"kg aluminium",14800,CITED,16.754
SYNTHETIC,201,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.36,"kg populated board",185714,DERIVED_FROM_CITED,66.857
SYNTHETIC,201,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0553,"kWh cell capacity",74000,CITED,4.092
SYNTHETIC,201,4,"Screen (LCD module) [SYNTHETIC]",0.0677,"m2 panel area",222000,CITED,15.029
SYNTHETIC,201,5,"Assembly electricity [SYNTHETIC]",27.2,"kWh factory electricity",445,CITED,12.104
SYNTHETIC,201,6,"Packaging (cardboard) [SYNTHETIC]",0.94,"kg packaging material",1199.73,CITED,1.128
SYNTHETIC,201,7,"International shipping (sea, container) [SYNTHETIC]",66.2,"tonne-km",16.12,CITED,1.067
SYNTHETIC,201,8,"Use-phase electricity [SYNTHETIC]",223,"kWh lifetime electricity",445,CITED,99.235
SYNTHETIC,201,9,"Repair (replacement battery) [SYNTHETIC]",0.0584,"kWh replacement-battery capacity",74000,CITED,4.322
SYNTHETIC,201,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.24,"kg mass processed",-1170.4,CITED,-2.622
SYNTHETIC,202,1,"Aluminium casing [SYNTHETIC]",1.254,"kg aluminium",14800,CITED,18.559
SYNTHETIC,202,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.293,"kg populated board",185714,DERIVED_FROM_CITED,54.414
SYNTHETIC,202,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0622,"kWh cell capacity",74000,CITED,4.603
SYNTHETIC,202,4,"Screen (LCD module) [SYNTHETIC]",0.0537,"m2 panel area",222000,CITED,11.921
SYNTHETIC,202,5,"Assembly electricity [SYNTHETIC]",25,"kWh factory electricity",445,CITED,11.125
SYNTHETIC,202,6,"Packaging (cardboard) [SYNTHETIC]",1.14,"kg packaging material",1199.73,CITED,1.368
SYNTHETIC,202,7,"International shipping (sea, container) [SYNTHETIC]",48,"tonne-km",16.12,CITED,0.774
SYNTHETIC,202,8,"Use-phase electricity [SYNTHETIC]",222,"kWh lifetime electricity",445,CITED,98.79
SYNTHETIC,202,9,"Repair (replacement battery) [SYNTHETIC]",0.0615,"kWh replacement-battery capacity",74000,CITED,4.551
SYNTHETIC,202,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.28,"kg mass processed",-1170.4,CITED,-2.669
SYNTHETIC,203,1,"Aluminium casing [SYNTHETIC]",1.215,"kg aluminium",14800,CITED,17.982
SYNTHETIC,203,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.268,"kg populated board",185714,DERIVED_FROM_CITED,49.771
SYNTHETIC,203,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0484,"kWh cell capacity",74000,CITED,3.582
SYNTHETIC,203,4,"Screen (LCD module) [SYNTHETIC]",0.0625,"m2 panel area",222000,CITED,13.875
SYNTHETIC,203,5,"Assembly electricity [SYNTHETIC]",19.1,"kWh factory electricity",445,CITED,8.499
SYNTHETIC,203,6,"Packaging (cardboard) [SYNTHETIC]",0.72,"kg packaging material",1199.73,CITED,0.864
SYNTHETIC,203,7,"International shipping (sea, container) [SYNTHETIC]",76.2,"tonne-km",16.12,CITED,1.228
SYNTHETIC,203,8,"Use-phase electricity [SYNTHETIC]",198,"kWh lifetime electricity",445,CITED,88.11
SYNTHETIC,203,9,"Repair (replacement battery) [SYNTHETIC]",0.0652,"kWh replacement-battery capacity",74000,CITED,4.825
SYNTHETIC,203,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.48,"kg mass processed",-1170.4,CITED,-2.903
SYNTHETIC,204,1,"Aluminium casing [SYNTHETIC]",0.986,"kg aluminium",14800,CITED,14.593
SYNTHETIC,204,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.414,"kg populated board",185714,DERIVED_FROM_CITED,76.886
SYNTHETIC,204,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0575,"kWh cell capacity",74000,CITED,4.255
SYNTHETIC,204,4,"Screen (LCD module) [SYNTHETIC]",0.0621,"m2 panel area",222000,CITED,13.786
SYNTHETIC,204,5,"Assembly electricity [SYNTHETIC]",27.1,"kWh factory electricity",445,CITED,12.059
SYNTHETIC,204,6,"Packaging (cardboard) [SYNTHETIC]",1,"kg packaging material",1199.73,CITED,1.2
SYNTHETIC,204,7,"International shipping (sea, container) [SYNTHETIC]",70.8,"tonne-km",16.12,CITED,1.141
SYNTHETIC,204,8,"Use-phase electricity [SYNTHETIC]",114,"kWh lifetime electricity",445,CITED,50.73
SYNTHETIC,204,9,"Repair (replacement battery) [SYNTHETIC]",0.0591,"kWh replacement-battery capacity",74000,CITED,4.373
SYNTHETIC,204,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.24,"kg mass processed",-1170.4,CITED,-2.622
SYNTHETIC,205,1,"Aluminium casing [SYNTHETIC]",1.091,"kg aluminium",14800,CITED,16.147
SYNTHETIC,205,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.427,"kg populated board",185714,DERIVED_FROM_CITED,79.3
SYNTHETIC,205,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0633,"kWh cell capacity",74000,CITED,4.684
SYNTHETIC,205,4,"Screen (LCD module) [SYNTHETIC]",0.062,"m2 panel area",222000,CITED,13.764
SYNTHETIC,205,5,"Assembly electricity [SYNTHETIC]",20.2,"kWh factory electricity",445,CITED,8.989
SYNTHETIC,205,6,"Packaging (cardboard) [SYNTHETIC]",0.66,"kg packaging material",1199.73,CITED,0.792
SYNTHETIC,205,7,"International shipping (sea, container) [SYNTHETIC]",47.9,"tonne-km",16.12,CITED,0.772
SYNTHETIC,205,8,"Use-phase electricity [SYNTHETIC]",130,"kWh lifetime electricity",445,CITED,57.85
SYNTHETIC,205,9,"Repair (replacement battery) [SYNTHETIC]",0.0574,"kWh replacement-battery capacity",74000,CITED,4.248
SYNTHETIC,205,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.8,"kg mass processed",-1170.4,CITED,-2.107
SYNTHETIC,206,1,"Aluminium casing [SYNTHETIC]",0.929,"kg aluminium",14800,CITED,13.749
SYNTHETIC,206,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.295,"kg populated board",185714,DERIVED_FROM_CITED,54.786
SYNTHETIC,206,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.064,"kWh cell capacity",74000,CITED,4.736
SYNTHETIC,206,4,"Screen (LCD module) [SYNTHETIC]",0.0563,"m2 panel area",222000,CITED,12.499
SYNTHETIC,206,5,"Assembly electricity [SYNTHETIC]",21.8,"kWh factory electricity",445,CITED,9.701
SYNTHETIC,206,6,"Packaging (cardboard) [SYNTHETIC]",1.16,"kg packaging material",1199.73,CITED,1.392
SYNTHETIC,206,7,"International shipping (sea, container) [SYNTHETIC]",70.9,"tonne-km",16.12,CITED,1.143
SYNTHETIC,206,8,"Use-phase electricity [SYNTHETIC]",138,"kWh lifetime electricity",445,CITED,61.41
SYNTHETIC,206,9,"Repair (replacement battery) [SYNTHETIC]",0.062,"kWh replacement-battery capacity",74000,CITED,4.588
SYNTHETIC,206,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.28,"kg mass processed",-1170.4,CITED,-2.669
SYNTHETIC,207,1,"Aluminium casing [SYNTHETIC]",1.077,"kg aluminium",14800,CITED,15.94
SYNTHETIC,207,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.33,"kg populated board",185714,DERIVED_FROM_CITED,61.286
SYNTHETIC,207,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0615,"kWh cell capacity",74000,CITED,4.551
SYNTHETIC,207,4,"Screen (LCD module) [SYNTHETIC]",0.0589,"m2 panel area",222000,CITED,13.076
SYNTHETIC,207,5,"Assembly electricity [SYNTHETIC]",15.9,"kWh factory electricity",445,CITED,7.075
SYNTHETIC,207,6,"Packaging (cardboard) [SYNTHETIC]",0.84,"kg packaging material",1199.73,CITED,1.008
SYNTHETIC,207,7,"International shipping (sea, container) [SYNTHETIC]",77.1,"tonne-km",16.12,CITED,1.243
SYNTHETIC,207,8,"Use-phase electricity [SYNTHETIC]",128,"kWh lifetime electricity",445,CITED,56.96
SYNTHETIC,207,9,"Repair (replacement battery) [SYNTHETIC]",0.0722,"kWh replacement-battery capacity",74000,CITED,5.343
SYNTHETIC,207,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.39,"kg mass processed",-1170.4,CITED,-2.797
SYNTHETIC,208,1,"Aluminium casing [SYNTHETIC]",0.97,"kg aluminium",14800,CITED,14.356
SYNTHETIC,208,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.43,"kg populated board",185714,DERIVED_FROM_CITED,79.857
SYNTHETIC,208,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0576,"kWh cell capacity",74000,CITED,4.262
SYNTHETIC,208,4,"Screen (LCD module) [SYNTHETIC]",0.0519,"m2 panel area",222000,CITED,11.522
SYNTHETIC,208,5,"Assembly electricity [SYNTHETIC]",22,"kWh factory electricity",445,CITED,9.79
SYNTHETIC,208,6,"Packaging (cardboard) [SYNTHETIC]",0.85,"kg packaging material",1199.73,CITED,1.02
SYNTHETIC,208,7,"International shipping (sea, container) [SYNTHETIC]",79.5,"tonne-km",16.12,CITED,1.282
SYNTHETIC,208,8,"Use-phase electricity [SYNTHETIC]",173,"kWh lifetime electricity",445,CITED,76.985
SYNTHETIC,208,9,"Repair (replacement battery) [SYNTHETIC]",0.0536,"kWh replacement-battery capacity",74000,CITED,3.966
SYNTHETIC,208,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.85,"kg mass processed",-1170.4,CITED,-2.165
SYNTHETIC,209,1,"Aluminium casing [SYNTHETIC]",0.967,"kg aluminium",14800,CITED,14.312
SYNTHETIC,209,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.332,"kg populated board",185714,DERIVED_FROM_CITED,61.657
SYNTHETIC,209,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0632,"kWh cell capacity",74000,CITED,4.677
SYNTHETIC,209,4,"Screen (LCD module) [SYNTHETIC]",0.0588,"m2 panel area",222000,CITED,13.054
SYNTHETIC,209,5,"Assembly electricity [SYNTHETIC]",33.1,"kWh factory electricity",445,CITED,14.729
SYNTHETIC,209,6,"Packaging (cardboard) [SYNTHETIC]",1.11,"kg packaging material",1199.73,CITED,1.332
SYNTHETIC,209,7,"International shipping (sea, container) [SYNTHETIC]",53.6,"tonne-km",16.12,CITED,0.864
SYNTHETIC,209,8,"Use-phase electricity [SYNTHETIC]",136,"kWh lifetime electricity",445,CITED,60.52
SYNTHETIC,209,9,"Repair (replacement battery) [SYNTHETIC]",0.0534,"kWh replacement-battery capacity",74000,CITED,3.952
SYNTHETIC,209,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.83,"kg mass processed",-1170.4,CITED,-2.142
SYNTHETIC,210,1,"Aluminium casing [SYNTHETIC]",1.325,"kg aluminium",14800,CITED,19.61
SYNTHETIC,210,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.34,"kg populated board",185714,DERIVED_FROM_CITED,63.143
SYNTHETIC,210,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0661,"kWh cell capacity",74000,CITED,4.891
SYNTHETIC,210,4,"Screen (LCD module) [SYNTHETIC]",0.0523,"m2 panel area",222000,CITED,11.611
SYNTHETIC,210,5,"Assembly electricity [SYNTHETIC]",24.5,"kWh factory electricity",445,CITED,10.902
SYNTHETIC,210,6,"Packaging (cardboard) [SYNTHETIC]",0.58,"kg packaging material",1199.73,CITED,0.696
SYNTHETIC,210,7,"International shipping (sea, container) [SYNTHETIC]",64.5,"tonne-km",16.12,CITED,1.04
SYNTHETIC,210,8,"Use-phase electricity [SYNTHETIC]",146,"kWh lifetime electricity",445,CITED,64.97
SYNTHETIC,210,9,"Repair (replacement battery) [SYNTHETIC]",0.064,"kWh replacement-battery capacity",74000,CITED,4.736
SYNTHETIC,210,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.05,"kg mass processed",-1170.4,CITED,-2.399
SYNTHETIC,211,1,"Aluminium casing [SYNTHETIC]",0.861,"kg aluminium",14800,CITED,12.743
SYNTHETIC,211,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.319,"kg populated board",185714,DERIVED_FROM_CITED,59.243
SYNTHETIC,211,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0491,"kWh cell capacity",74000,CITED,3.633
SYNTHETIC,211,4,"Screen (LCD module) [SYNTHETIC]",0.066,"m2 panel area",222000,CITED,14.652
SYNTHETIC,211,5,"Assembly electricity [SYNTHETIC]",16.8,"kWh factory electricity",445,CITED,7.476
SYNTHETIC,211,6,"Packaging (cardboard) [SYNTHETIC]",0.89,"kg packaging material",1199.73,CITED,1.068
SYNTHETIC,211,7,"International shipping (sea, container) [SYNTHETIC]",64.2,"tonne-km",16.12,CITED,1.035
SYNTHETIC,211,8,"Use-phase electricity [SYNTHETIC]",144,"kWh lifetime electricity",445,CITED,64.08
SYNTHETIC,211,9,"Repair (replacement battery) [SYNTHETIC]",0.0621,"kWh replacement-battery capacity",74000,CITED,4.595
SYNTHETIC,211,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.89,"kg mass processed",-1170.4,CITED,-2.212
SYNTHETIC,212,1,"Aluminium casing [SYNTHETIC]",1.232,"kg aluminium",14800,CITED,18.234
SYNTHETIC,212,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.28,"kg populated board",185714,DERIVED_FROM_CITED,52
SYNTHETIC,212,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0456,"kWh cell capacity",74000,CITED,3.374
SYNTHETIC,212,4,"Screen (LCD module) [SYNTHETIC]",0.0557,"m2 panel area",222000,CITED,12.365
SYNTHETIC,212,5,"Assembly electricity [SYNTHETIC]",18.8,"kWh factory electricity",445,CITED,8.366
SYNTHETIC,212,6,"Packaging (cardboard) [SYNTHETIC]",0.71,"kg packaging material",1199.73,CITED,0.852
SYNTHETIC,212,7,"International shipping (sea, container) [SYNTHETIC]",72,"tonne-km",16.12,CITED,1.161
SYNTHETIC,212,8,"Use-phase electricity [SYNTHETIC]",175,"kWh lifetime electricity",445,CITED,77.875
SYNTHETIC,212,9,"Repair (replacement battery) [SYNTHETIC]",0.0728,"kWh replacement-battery capacity",74000,CITED,5.387
SYNTHETIC,212,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",2.33,"kg mass processed",-1170.4,CITED,-2.727
SYNTHETIC,213,1,"Aluminium casing [SYNTHETIC]",1.064,"kg aluminium",14800,CITED,15.747
SYNTHETIC,213,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.334,"kg populated board",185714,DERIVED_FROM_CITED,62.028
SYNTHETIC,213,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0597,"kWh cell capacity",74000,CITED,4.418
SYNTHETIC,213,4,"Screen (LCD module) [SYNTHETIC]",0.0642,"m2 panel area",222000,CITED,14.252
SYNTHETIC,213,5,"Assembly electricity [SYNTHETIC]",26.5,"kWh factory electricity",445,CITED,11.793
SYNTHETIC,213,6,"Packaging (cardboard) [SYNTHETIC]",0.81,"kg packaging material",1199.73,CITED,0.972
SYNTHETIC,213,7,"International shipping (sea, container) [SYNTHETIC]",80.8,"tonne-km",16.12,CITED,1.302
SYNTHETIC,213,8,"Use-phase electricity [SYNTHETIC]",180,"kWh lifetime electricity",445,CITED,80.1
SYNTHETIC,213,9,"Repair (replacement battery) [SYNTHETIC]",0.0495,"kWh replacement-battery capacity",74000,CITED,3.663
SYNTHETIC,213,10,"E-waste recycling (avoided-burden credit) [SYNTHETIC]",1.73,"kg mass processed",-1170.4,CITED,-2.025
SYNTHETIC,214,1,"Aluminium casing [SYNTHETIC]",1.362,"kg aluminium",14800,CITED,20.158
SYNTHETIC,214,2,"Circuit board (PCB, populated) [SYNTHETIC]",0.294,"kg populated board",185714,DERIVED_FROM_CITED,54.6
SYNTHETIC,214,3,"Battery (Li-ion cell production) [SYNTHETIC]",0.0589,"kWh cell capacity",74000,CITED,4.359
SYNTHETIC,214,4,"Screen (LCD module) [SYNTHETIC]",0.0576,"m2 panel area",222000,CITED,12.787
SYNTHETIC,214,5,"Assembly electricity [SYNTHETIC]",23.3,"kWh factory electricity",445,CITED,10.368
SYNTHETIC,214,6,"Packaging (cardboard) [SYNTHETIC]",0.82,"kg packaging material",1199.73,CITED,0.984
SYNTHETIC,214,7,"International shipping (sea, container) [SYNTHETIC]",77.6,"tonne-km",16.12,CITED,1.251
SYNTHETIC,214,8,"Use-phase electricity [SYNTHETIC]",169,"kWh lifetime electricity",445,CITED,75.205
SYNTHETIC,214,9,"Repair (replacement battery) [SYNTHETIC]",0.0462,"kWh replacement-battery capacity",74000,CITED,3.419
